ID	orig_x	orig_y	orig_z	Annotation	label_conf	world_x	world_y	world_z
DH0001_MMIR_SNA	-33.4312	-228.153	34.0232	A		-13.78526594	4.182237389	-8.468810354
DH0002_MMIR_SNA	-34.2452	-227.61	33.6376	B		-14.24834678	4.516906052	-8.738141377
DH0003_MMIR_SNA	-35.7608	-228.147	34.0095	C		-15.17435424	4.178386944	-8.636298553
DH0004_MMIR_SNA	-32.8539	-228.75	34.0687	D		-13.43984802	3.824718722	-8.419969997
DH0005_MMIR_SNA	-34.14025888	-229.1076952	34.96781585	E		-14.26626047	3.578494944	-7.982903917
DH0006_MMIR_SNA	-35.7034	-229.611	35.2992	F		-15.21809989	3.261257579	-7.907455862
DH0007_MMIR_SNA	-37.0251	-230.074	35.1485	G		-15.9932718	2.983665502	-8.101561182
DH0008_MMIR_SNA	-37.44289537	-231.6180937	35.64460421	H		-16.26586984	2.041015601	-7.880566081
DH0009_MMIR_SNA	-32.7001	-230.041	34.7672	I		-13.38692804	3.029653455	-8.03167966
DH0010_MMIR_SNA	-34.2042	-230.496	36.1152	J1		-14.373214	2.710684672	-7.344921806
DH0011_MMIR_SNA	-36.5559	-231.288	36.4594	K		-15.7944624	2.217233819	-7.324435511
DH0012_MMIR_SNA	-32.3602	-231.528	35.2897	L		-13.20962829	2.123004652	-7.741374429
DH0013_MMIR_SNA	-33.4973	-231.578	36.4218	M		-13.96497315	2.054760008	-7.146073192
DH0014_MMIR_SNA	-33.5947	-231.434	36.3758	N		-14.02093169	2.142201701	-7.175860875
DH0015_MMIR_SNA	-36.37111936	-232.0448965	36.63613001	O		-15.69110712	1.75849352	-7.229034513
DH0016_MMIR_SNA	-37.3515	-232.757	36.3263	P1		-16.25007468	1.337477315	-7.502027526
DH0017_MMIR_SNA	-34.3662	-234.136	36.4808	Q		-14.47000171	0.515726603	-7.246677447
DH0018_MMIR_SNA	-46.8011	-226.9	35.3571	R		-21.86209386	4.848103258	-8.551954444
DH0019_MMIR_SNA	-63.5114	-231.648	38.6109	S		-32.02206639	1.844885782	-7.898624143
DH0020_MMIR_SNA	-84.2091	-228.807	39.9465	T		-44.48204764	3.438451455	-8.435125071
DH0021_MMIR_SNA	-84.1765	-226.61	39.0034	U		-44.41324056	4.785006794	-8.929402043
DH0022_MMIR_SNA	-86.26	-226.661	39.7135	V		-45.70447351	4.725795347	-8.650409148
DH0023_MMIR_SNA	-89.5022	-226.688	39.6885	W		-47.63707911	4.699413445	-8.888099111
DH0024_MMIR_SNA	-88.2186	-228.049	40.2738	X		-46.90185267	3.869617588	-8.491999624
DH0025_MMIR_SNA	-90.3107	-228.945	40.659	Y		-48.17029564	3.313416973	-8.432407089
DH0026_MMIR_SNA	-91.9678	-229.205	41.2809	Z		-49.19967151	3.132966808	-8.183011837
DH0027_MMIR_SNA	-88.4392	-240.129	43.5852	A1		-47.17701668	-3.477458614	-6.893946863
DH0028_MMIR_SNA	-89.6385	-240.602	43.7797	B1		-47.9026357	-3.771129292	-6.874256476
DH0029_MMIR_SNA	-91.1997	-240.437	45.2569	D1		-48.93602975	-3.722338168	-6.095928019
DH0030_MMIR_SNA	-91.3495	-241.789	45.3863	E1		-49.02502119	-4.537716552	-6.069384458
DH0031_MMIR_SNA	-89.2933	-242.497	45.6996	F1		-47.81471152	-4.964961276	-5.763007765
DH0032_MMIR_SNA	-87.7403	-243.312	45.3462	G1		-46.85843587	-5.43781721	-5.891577941
DH0033_MMIR_SNA	-85.5806	-243.471	44.4443	H1		-45.50722307	-5.498477359	-6.285913627
DH0034_MMIR_SNA	-84.6371	-242.871	44.0797	I1		-44.92349281	-5.124323992	-6.420698234
DH0035_MMIR_SNA	-84.6371	-242.871	44.0797	I1		-44.92349281	-5.124323992	-6.420698234
DH0036_MMIR_SNA	-86.1718	-245.01	44.9796	J2		-45.88599324	-6.439849035	-6.053281544
DH0037_MMIR_SNA	-87.782	-244.485	45.3292	L1		-46.87416211	-6.14101472	-5.939539199
DH0038_MMIR_SNA	-90.0985	-243.833	45.736	M1		-48.28852009	-5.770128542	-5.836282071
DH0039_MMIR_SNA	-90.8766	-245.268	46.0512	Q1		-48.76450174	-6.64306049	-5.744508822
DH0040_MMIR_SNA	-87.9798	-246.588	46.1269	N1		-47.03226035	-7.427325952	-5.54041786
DH0041_MMIR_SNA	-86.3496	-245.785	46.1121	O1		-46.06404684	-6.939726825	-5.413678009
DH0042_MMIR_SNA	-84.783	-245.972	45.0163	R1		-45.05329674	-7.013289728	-5.965006819
DH0043_MMIR_SNA	-88.3712	-247.861	46.3653	S1		-47.27337864	-8.199448852	-5.463104753
DH0044_MMIR_SNA	-89.39450361	-248.3255959	46.78671701	T1		-47.90952307	-8.49438255	-5.295888091
DH0045_MMIR_SNA	-90.7738	-250.104	47.0726	U1		-48.73987494	-9.574429338	-5.272987573
DH0046_MMIR_SNA	-88.5165	-249.607	46.5766	V1		-47.3625862	-9.253625658	-5.39919473
DH0047_MMIR_SNA	-86.49019356	-249.2813024	46.33696257	W1		-46.13944166	-9.044143496	-5.393552345
DH0048_MMIR_SNA	-90.2661	-251.153	47.3513	X1		-48.44881081	-10.21038482	-5.103420126
DH0049_MMIR_SNA	-88.5073	-251.072	47.0678	Y1		-47.38061724	-10.1472438	-5.149528334
DH0050_MMIR_SNA	-86.8726	-251.23	47.0773	Z1		-46.4048263	-10.23678262	-5.03665359
DH0051_MMIR_SNA	-85.6283	-251.63	47.1473	A2		-45.66444927	-10.47463202	-4.921670983
DH0052_MMIR_SNA	-82.2147	-252.385	46.0006	B2		-43.5443226	-10.88110164	-5.393808187
DH0053_MMIR_SNA	-86.61208313	-253.3643712	47.05462052	C1		-46.23329154	-11.51542414	-5.095972491
DH0054_MMIR_SNA	-86.5005	-254.756	47.0671	D2		-46.15808039	-12.35013532	-5.12239007
DH0055_MMIR_SNA	-84.4126	-255.407	46.8401	E2		-44.8923904	-12.72665932	-5.134121791
DH0056_MMIR_SNA	-54.3229	-235.637	39.2075	F2		-26.55315177	-0.534855705	-7.032917684
DH0057_MMIR_SNA	-44.1261	-240.842	39.0838	G2		-20.42520293	-3.618661372	-6.563677511
DH0058_MMIR_SNA	-42.75216491	-240.198556	39.00392964	H2		-19.6043667	-3.225652211	-6.498018154
DH0059_MMIR_SNA	-41.2889	-240.54	39.1158	I2		-18.73659694	-3.428912824	-6.341345896
DH0060_MMIR_SNA	-40.30439014	-240.4648011	38.59342801	J3		-18.1140589	-3.364604168	-6.582990984
DH0061_MMIR_SNA	-40.75911268	-241.9004004	39.14401747	K1		-18.41314594	-4.24395937	-6.328820089
DH0062_MMIR_SNA	-40.75911268	-241.9004004	39.14401747	K1		-18.41314594	-4.24395937	-6.328820089
DH0063_MMIR_SNA	-42.58243873	-241.7291514	39.21478324	L2		-19.50704807	-4.149550613	-6.406382224
DH0064_MMIR_SNA	-44.4979	-242.252	39.8906	M2		-20.69246429	-4.490170552	-6.150383451
DH0065_MMIR_SNA	-45.805	-242.458	39.7619	N2		-21.46217726	-4.614231741	-6.322715798
DH0066_MMIR_SNA	-44.2893	-243.694	40.172	O2		-20.57736709	-5.362942121	-6.011403874
DH0067_MMIR_SNA	-43.2124	-244.03	40.121	P3		-19.92905376	-5.559290793	-5.978081465
DH0068_MMIR_SNA	-40.95375061	-244.1805472	40.00368947	Q2		-18.5723773	-5.638397699	-5.897833567
DH0069_MMIR_SNA	-44.684	-247.459	40.9593	R2		-20.84091065	-7.646481098	-5.681517456
DH0070_MMIR_SNA	-44.4406	-248.469	40.7087	S2		-20.67170556	-8.243846204	-5.844306463
DH0071_MMIR_SNA	-50.7037	-243.451	40.467	U2		-24.42636925	-5.247814652	-6.267541161
DH0072_MMIR_SNA	-49.0348	-243.703	40.1572	V2		-23.40775189	-5.383913374	-6.345406554
DH0073_MMIR_SNA	-50.5582	-243.383	40.4519	W2		-24.33898853	-5.206077482	-6.264549987
DH0074_MMIR_SNA	-55.3613	-239.504	40.0192	X2		-27.20173529	-2.882490142	-6.735604846
DH0075_MMIR_SNA	-59.59870808	-242.1217592	41.52394453	Y2		-29.81483094	-4.51269059	-6.207070082
DH0076_MMIR_SNA	-59.6156	-243.334	41.7887	Z2		-29.83470665	-5.247906384	-6.086597625
DH0077_MMIR_SNA	-65.0838	-243.638	42.5538	A3		-33.14748597	-5.471969173	-6.01411601
DH0078_MMIR_SNA	-64.6939	-245.137	42.9307	B3		-32.93033978	-6.381220712	-5.807511905
DH0079_MMIR_SNA	-66.1515	-243.004	41.9411	C2		-33.74706917	-5.076671024	-6.433438626
DH0080_MMIR_SNA	-65.9049	-243.672	42.3284	D3		-33.62179787	-5.488283021	-6.205670374
DH0081_MMIR_SNA	-66.8421	-245.009	42.8142	E3		-34.20501314	-6.30815719	-6.020203454
DH0082_MMIR_SNA	-88.3993	-261.018	48.4424	F3		-47.34215133	-16.15434538	-4.619535441
DH0083_MMIR_SNA	-87.3137	-262.849	48.3192	G3		-46.67353256	-17.24518117	-4.673219675
DH0084_MMIR_SNA	-86.222	-263.613	48.4033	H3		-46.02268685	-17.70230416	-4.571136141
DH0085_MMIR_SNA	-86.3802	-265.486	48.5297	I3		-46.11293458	-18.83011911	-4.562490177
DH0086_MMIR_KAL	27.8543	-21.2487	-19.3366	A		42.78129492	8.563869982	-6.700137828
DH0087_MMIR_KAL	28.9842	-21.1975	-19.7668	B		42.82676288	9.397498857	-6.59204827
DH0088_MMIR_KAL	27.9706	-17.8327	-18.2536	C		40.28839085	8.597328678	-6.624127462
DH0089_MMIR_KAL	28.03560927	-15.04131505	-16.95639417	D		38.17042259	8.476270271	-6.329396507
DH0090_MMIR_KAL	28.3348	-13.049	-16.85	E		36.81871185	8.803378783	-6.518206021
DH0091_MMIR_KAL	30.0382	-14.9201	-17.7007	F		38.2271051	9.95074227	-6.132483136
DH0092_MMIR_KAL	30.0322	-16.4047	-18.2335	G		39.32254251	9.983126388	-6.187466685
DH0093_MMIR_KAL	31.0235	-16.6936	-18.798	H		39.62196285	10.74381615	-6.144121059
DH0094_MMIR_KAL	28.3706	-11.7522	-16.2463	I		35.834531	8.750241949	-6.378828451
DH0095_MMIR_KAL	29.0659	-10.555	-16.1229	J		35.00834367	9.244436204	-6.288458196
DH0096_MMIR_KAL	29.424	-9.72929	-16.2241	K		34.47566826	9.569487841	-6.375486761
DH0097_MMIR_KAL	29.5073	-11.4884	-16.4299	L		35.68963079	9.529185289	-6.160756894
DH0098_MMIR_KAL	29.9906	-10.5104	-16.5598	M		35.0604261	9.953655703	-6.250363419
DH0099_MMIR_KAL	30.221	-7.05118	-16.01	N		32.64298164	10.22909213	-6.458160403
DH0100_MMIR_KAL	33.124	-7.82136	-16.9911	O		33.33712392	12.25161378	-5.949275735
DH0101_MMIR_KAL	33.2046	-6.86966	-16.885	P		32.68083821	12.3521941	-6.027368313
DH0102_MMIR_KAL	34.253	-6.88565	-17.2711	Q		32.76283011	13.11593017	-5.908253305
DH0103_MMIR_KAL	28.7579	-5.93199	-15.2549	R		31.75409093	9.192533573	-6.689543154
DH0104_MMIR_KAL	29.4832	-0.84965	-14.3767	S		28.18681815	9.812387221	-6.826730414
DH0105_MMIR_KAL	29.5482	-0.0144652	-14.1011	T		27.57503811	9.839598747	-6.789808832
DH0106_MMIR_KAL	27.4979	-0.393498	-13.4873	U		27.71625857	8.354084312	-7.033893515
DH0107_MMIR_KAL	28.182	0.346838	-13.7758	V		27.27594785	8.930675997	-7.109331951
DH0108_MMIR_KAL	33.2348	-14.3515	-18.8582	W		38.06125484	12.32803092	-5.865956804
DH0109_MMIR_KAL	33.3653	-11.1183	-18.3128	X		35.7959361	12.5234602	-6.069427054
DH0110_MMIR_KAL	28.2566	4.85482	-11.8691	Y		23.89263814	8.775871284	-6.754017986
DH0111_MMIR_KAL	29.413	7.83536	-11.437	Z		21.81372476	9.61418711	-6.64379244
DH0112_MMIR_KAL	27.2773	8.63719	-10.1445	A1		21.03391752	7.967204342	-6.723755178
DH0113_MMIR_KAL	26.3754	8.09219	-8.80909	B1		21.13906174	6.944223039	-6.138172294
DH0114_MMIR_KAL	25.9858	9.19929	-8.93418	C1		20.42656187	6.842932361	-6.533500784
DH0115_MMIR_KAL	27.1341	10.8245	-9.32459	D1		19.41377248	7.815172451	-6.672008478
DH0116_MMIR_KAL	29.6577	7.45294	-11.6292	E1		22.105629	9.790981587	-6.609621889
DH0117_MMIR_KAL	28.8547	9.83827	-10.6651	F1		20.32787545	9.206151551	-6.723908048
DH0118_MMIR_KAL	29.7806	10.3071	-9.60231	G1		19.80210261	9.48096896	-5.877775445
DH0119_MMIR_KAL	30.6079	9.26156	-11.0598	H1		20.78266475	10.35532424	-6.28066886
DH0120_MMIR_KAL	30.6255	10.9451	-9.4321	I1		19.33922494	10.00252742	-5.612809537
DH0121_MMIR_KAL	32.04613661	9.997869106	-11.39484157	J1		20.35090551	11.40906084	-6.135763124
DH0122_MMIR_KAL	30.2976	6.80733	-12.1515	K1		22.6363221	10.29100827	-6.594000145
DH0123_MMIR_KAL	30.7968	7.894	-12.1801	L1		21.91462135	10.70295436	-6.637876271
DH0124_MMIR_KAL	31.1381	6.15919	-12.5131	M1		23.13624544	10.86325552	-6.417714412
DH0125_MMIR_KAL	30.8501	5.21873	-12.9203	N1		23.84511307	10.73132181	-6.586616539
DH0126_MMIR_KAL	32.0907	7.24604	-12.5473	O1		22.41355131	11.55524386	-6.316408238
DH0127_MMIR_KAL	32.111	6.16697	-12.4992	P1		23.12408616	11.45665251	-6.092237981
DH0128_MMIR_KAL	25.1536	10.9944	-8.4277	Q1		19.13273945	6.332017976	-6.822995534
DH0129_MMIR_KAL	25.3602	13.3846	-8.96004	R1		17.64145795	6.839042673	-7.487577857
DH0130_MMIR_KAL	25.8583	14.7935	-8.16053	S1		16.54197328	7.017852988	-7.101270804
DH0131_MMIR_KAL	26.03137318	16.07724398	-8.052127887	T1		15.66325538	7.203965026	-7.205949488
DH0132_MMIR_KAL	26.6871	16.2135	-8.60987	U1		15.67909646	7.794354847	-7.343101031
DH0133_MMIR_KAL	28.3731	15.2666	-8.92807	V1		16.36617512	8.845271475	-6.811960914
DH0134_MMIR_KAL	28.2121	12.6457	-8.62268	W1		18.05581292	8.417287485	-6.225466175
DH0135_MMIR_KAL	29.5243	14.1237	-9.45226	X1		17.22686158	9.615500669	-6.542771281
DH0136_MMIR_KAL	29.74733255	15.04039267	-9.367612224	Y1		16.59753293	9.80714763	-6.580689254
DH0137_MMIR_KAL	30.8235	15.4732	-9.93337	Z1		16.41522659	10.68444861	-6.636848026
DH0138_MMIR_KAL	31.0313	12.8543	-9.78968	A2		18.13370543	10.53396441	-6.025010123
DH0139_MMIR_KAL	31.6029	14.046	-10.4848	B2		17.47260258	11.20982271	-6.455603327
DH0140_MMIR_KAL	32.2996	15.8575	-10.5268	C2		16.26898749	11.81161063	-6.569781007
DH0141_MMIR_KAL	32.54848339	14.56213576	-10.91041583	D2		17.20771448	11.97020093	-6.486722523
DH0142_MMIR_KAL	32.0992	13.1445	-10.9446	E2		18.16239543	11.57927568	-6.405383161
DH0143_MMIR_KAL	35.0249	14.788	-11.3296	F2		17.12859951	13.6422612	-5.961743432
DH0144_MMIR_KAL	33.8944	13.8431	-11.5532	G2		17.80801232	12.9349869	-6.297836983
DH0145_MMIR_KAL	34.0044	13.0396	-11.0459	H2		18.24401202	12.77115248	-5.822533946
DH0146_MMIR_KAL	33.3701	11.7523	-11.7573	I2		19.24562689	12.49177862	-6.222954868
DH0147_MMIR_KAL	30.8793	7.39317	-12.0855	J2		22.22987924	10.67925699	-6.46738714
DH0148_MMIR_KAL	32.4501	8.38233	-12.6888	K2		21.68153703	11.92139712	-6.481178266
DH0149_MMIR_KAL	33.1284	7.15552	-13.1475	L2		22.58740481	12.37329378	-6.313650488
DH0150_MMIR_KAL	33.4883	6.43621	-13.4729	M2		23.12979821	12.6328497	-6.261009693
DH0151_MMIR_KAL	35.2992	5.19366	-13.8508	N2		24.02535779	13.75297167	-5.672225343
DH0152_MMIR_KAL	35.3059	14.6174	-11.4739	O2		17.26958107	13.84505339	-5.92465665
DH0153_MMIR_KAL	36.6525	12.7663	-11.9176	P2		18.58618775	14.64689634	-5.419931715
DH0154_MMIR_KAL	35.08057512	11.50251465	-12.35262909	Q2		19.52187383	13.70703626	-5.969040674
DH0155_MMIR_KAL	36.7267	10.148	-13.1293	R2		20.57124248	14.84181132	-5.649128765
DH0156_MMIR_KAL	35.2992	5.19366	-13.8508	N2		24.02535779	13.75297167	-5.672225343
DH0157_MMIR_KAL	38.1624	5.8639	-15.1538	S2		23.82173061	15.98055213	-5.618301148
DH0158_MMIR_KAL	38.2698	6.8022	-14.8964	T2		23.14453302	16.04868629	-5.596278894
DH0159_MMIR_KAL	37.7765	7.91526	-14.2463	U2		22.276148	15.63987397	-5.570692082
DH0160_MMIR_KAL	37.9705	10.1875	-13.5969	V2		20.6313729	15.75609505	-5.523677155
DH0161_MMIR_KAL	38.7135	11.2914	-13.4992	W2		19.87228936	16.27937616	-5.416436995
DH0162_MMIR_KAL	40.25582069	15.59660111	-12.95699018	Z2		16.88609126	17.43753022	-5.347344708
DH0163_MMIR_KAL	39.4911	13.6326	-13.2454	A3		18.25670868	16.88462003	-5.423033208
DH0164_MMIR_KAL	39.6907	11.426	-13.7861	B3		19.8346034	16.98151995	-5.288706904
DH0165_MMIR_KAL	39.6557	10.1227	-14.1109	C3		20.76830201	16.94663623	-5.262648045
DH0166_MMIR_KAL	39.0594	8.75677	-14.4668	D3		21.75235062	16.57151173	-5.427746745
DH0167_MMIR_KAL	39.5164	8.60414	-14.5763	E3		21.87373459	16.87294339	-5.315696344
DH0168_MMIR_KAL	38.7973	7.01963	-15.0679	F3		23.03085012	16.44581605	-5.562497589
DH0169_MMIR_KAL	38.9527	4.89336	-15.7067	G3		24.57461308	16.55365735	-5.514433051
DH0170_MMIR_KAL	42.1919	15.1417	-14.1125	H3		17.40833286	18.94963792	-5.313034809
DH0172_MMIR_KAL	40.2517	15.1508	-13.4194	I3		17.27448208	17.54118056	-5.542481931
DH0173_MMIR_KAL	41.8601	9.93395	-15.1129	J3		21.08159792	18.5986676	-5.096838979
DH0174_MMIR_KAL	42.0911	8.09331	-15.7915	K3		22.44224972	18.79083525	-5.097510107
DH0176_MMIR_KAL	43.2965	7.5709	-16.742	M3		22.97242836	19.78387448	-5.170113444
DH0177_MMIR_KAL	42.0063	4.81766	-16.9709	N3		24.86030623	18.81957383	-5.244512879
DH0178_MMIR_KAL	41.4688	0.56143	-18.1826	O3		27.9410354	18.49353236	-5.386831534
DH0179_MMIR_KAL	39.9426	-0.653685	-18.1061	P3		28.74350577	17.4247801	-5.628643868
DH0180_MMIR_KAL	42.11069815	-2.015046857	-19.20308417	Q3		29.85812704	18.98028323	-5.324954736
DH0181_MMIR_KAL	43.4234	5.1284	-17.9062	R3		24.83060422	20.01177762	-5.384941186
DH0193_MMIR_SNA	21.5892	-44.3792	-7.12755	SB1		-19.7453225	21.26250252	-16.55862787
DH0194_MMIR_SNA	18.1693	-51.3308	-6.26788	SB2		-17.79431657	20.61878511	-16.12210776
DH0195_MMIR_SNA	17.0548	-46.8536	-6.53545	SB3		-18.97502949	20.33071744	-15.85068206
DH0196_MMIR_SNA	18.3758	-45.3534	-6.72113	SB4		-19.40782854	20.60058078	-16.03084605
DH0197_MMIR_SNA	15.2397	-35.8864	-8.5276	SB5		-21.92755156	19.6317693	-15.61804218
DH0198_MMIR_SNA	15.1791	-47.1816	-5.18038	SB6		-18.80726414	20.11075555	-15.28496575
DH0199_MMIR_SNA	15.0219	-50.6414	-4.69723	SB7		-17.86567089	20.14567626	-15.28311439
DH0200_MMIR_SNA	11.2604	-47.301	-5.98193	SB8		-18.72147455	19.11108189	-14.89014006
DH0201_MMIR_SNA	12.6024	-43.2644	-7.89951	SB9		-19.88578236	19.12921749	-15.36426612
DH0202_MMIR_SNA	8.91884	-42.9316	-6.01961	SB10		-19.8414823	18.5814919	-14.39072349
DH0203_MMIR_SNA	9.0869	-45.915	-5.61238	SB11		-19.03595835	18.67841681	-14.43596732
DH0204_MMIR_SNA	7.52359	-51.0131	-3.93958	SB12		-17.59157199	18.57364412	-14.0231962
DH0205_MMIR_SNA	7.50314	-53.423	-3.10662	SB13		-16.92196924	18.69182404	-13.92459222
DH0206_MMIR_SNA	6.56921	-55.629	-3.77676	SB14		-16.33540796	18.38126888	-14.01814968
DH0207_MMIR_SNA	4.007	-53.514	-3.51288	SB15		-16.83990643	17.84590158	-13.50305198
DH0208_MMIR_SNA	4.42198	-49.2053	-3.56105	SB16		-17.9996248	17.93400581	-13.41452508
DH0209_MMIR_SNA	3.93386	-45.8363	-4.67365	SB17		-18.92367638	17.66042421	-13.46467409
DH0210_MMIR_SNA	3.61408	-42.564	-5.97941	SB18		-19.83136219	17.39588046	-13.58620753
DH0211_MMIR_SNA	4.55852	-38.7253	-6.78704	SB19		-20.90010024	17.48972891	-13.76217371
DH0212_MMIR_SNA	5.65307	-34.258	-8.97872	SB20		-22.18293681	17.41169984	-14.24477152
DH0213_MMIR_SNA	0.703539	-36.0606	-8.24963	SB21		-21.57926588	16.40734916	-13.42015158
DH0214_MMIR_SNA	0.662389	-38.1536	-6.83638	SB22		-20.97565259	16.6073559	-13.17760201
DH0215_MMIR_SNA	1.69794	-41.5418	-5.74356	SB23		-20.05813432	17.00097152	-13.21325603
DH0216_MMIR_SNA	2.40055	-44.4706	-4.40705	SB24		-19.24887347	17.35625901	-13.12852016
DH0217_MMIR_SNA	0.418381	-48.3598	-3.2027	SB25		-18.13331749	17.08826898	-12.71322151
DH0218_MMIR_SNA	-0.621282	-51.2562	-3.56555	SB26		-17.3507623	16.79934701	-12.74853495
DH0219_MMIR_SNA	-2.75467	-49.8943	-3.07228	SB27		-17.65575105	16.39408734	-12.27364778
DH0220_MMIR_SNA	-2.36616	-46.3832	-3.00046	SB28		-18.59832815	16.49371739	-12.18421915
DH0221_MMIR_SNA	-2.06785	-44.5277	-3.72968	SB29		-19.12233625	16.45313175	-12.3213387
DH0222_MMIR_SNA	-1.46636	-40.6515	-4.92393	SB30		-20.20626777	16.41243518	-12.53137124
DH0223_MMIR_SNA	-1.61647	-38.4127	-6.63508	SB31		-20.85425776	16.12521182	-12.80657591
DH0224_MMIR_SNA	-2.84129	-35.919	-7.85964	SB32		-21.53337196	15.66905299	-12.80563431
DH0225_MMIR_SNA	-2.93527	-34.5044	-9.01618	SB33		-21.94518413	15.47655623	-12.99641267
DH0226_MMIR_SNA	-5.74942	-33.85	-8.79202	SB34		-22.05606216	14.87798732	-12.5073938
DH0227_MMIR_SNA	-5.10024	-37.9021	-7.17018	SB35		-20.93702328	15.26318642	-12.39312489
DH0228_NSEQ	-4.99344	-40.3452	-4.6032	SB36		-20.20685229	15.66790101	-11.92874666
DH0229_MMIR_SNA	-5.4959	-44.666	-2.71388	SB37		-18.98451375	15.8340375	-11.59523083
DH0230_MMIR_SNA	-6.35825	-47.193	-2.24551	SB38		-18.27809706	15.7087825	-11.4580058
DH0231_MMIR_SNA	-8.84439	-46.3994	-3.27879	SB39		-18.47209387	14.99690641	-11.29189291
DH0232_MMIR_SNA	-8.10555	-44.7547	-2.92992	SB40		-18.91498552	15.21557292	-11.26194976
DH0233_MMIR_SNA	-7.41407	-42.0032	-3.56728	SB41		-19.68315752	15.27740676	-11.40322682
DH0234_MMIR_SNA	-5.41006	-41.8604	-3.82984	SB42		-19.76989143	15.68863487	-11.75170015
DH0235_MMIR_SNA	-6.23359	-39.028	-4.94571	SB43		-20.54408237	15.3389595	-11.77311646
DH0236_MMIR_SNA	-8.70244	-39.6432	-4.98609	SB44		-20.33139037	14.77800976	-11.44111052
DH0237_NSEQ	-8.37483	-42.0584	-3.26899	SB45		-19.63971807	15.10591181	-11.19731171
DH0238_MMIR_SNA	-8.05338	-44.3515	-2.7507	SB46		-19.01802809	15.25414617	-11.21475762
DH0239_MMIR_SNA	-11.226	-45.5385	-4.16761	SB47		-18.68163687	14.33003656	-11.10654364
DH0240_MMIR_SNA	-12.6218	-43.9784	-5.21231	SB48		-19.1025284	13.86178013	-11.07514437
DH0241_MMIR_SNA	-25.9031	-34.8696	-10.1107	SB57		-21.41887499	10.15360992	-9.8681961
DH0242_MMIR_SNA	-23.6903	-33.5921	-8.98043	SB58		-21.76903608	10.81948734	-9.89533817
DH0243_MMIR_SNA	-49.0589	-41.3529	-16.2943	SB59		-19.41535211	4.028456461	-8.072208406
DH0244_MMIR_SNA	-49.18	-44.6818	-17.014	SB60		-18.54706814	3.892606744	-8.338401779
DH0245_MMIR_SNA	-52.2988	-47.9852	-18.2364	SB61		-17.64087993	3.008522195	-8.273639496
DH0246_MMIR_SNA	-54.4939	-46.9588	-17.6844	SB62		-17.85325277	2.597976401	-7.789081092
DH0247_MMIR_SNA	-51.957	-44.2558	-16.6256	SB63		-18.59260252	3.326709008	-7.826823336
DH0248_MMIR_SNA	-49.1343	-41.6357	-16.2553	SB64		-19.33714155	4.017185015	-8.062946996
DH0249_MMIR_SNA	-47.8677	-40.3065	-17.0582	SB65		-19.74252844	4.182924792	-8.378771392
DH0250_MMIR_SNA	-50.6002	-39.9646	-17.0981	SB66		-19.77992231	3.563268291	-7.972166488
DH0251_MMIR_SNA	-60.9566	-47.1528	-18.2912	SB67		-17.69016391	1.055705142	-6.978737655
DH0252_MMIR_SNA	-48.9389	-31.7295	-18.2393	SB68		-22.04680263	3.770625113	-8.16432867
DH0253_MMIR_SNA	20.4451	-17.6151	-13.2376	SB69		-27.05590997	20.10918219	-16.75289222
DH0254_MMIR_SNA	17.9785	-22.7386	-8.91468	SB70		-25.50358427	20.19571114	-15.61835748
DH0255_MMIR_SNA	15.9673	-18.5348	-11.2579	SB71		-26.65822267	19.39727636	-15.68671065
DH0256_MMIR_SNA	15.7396	-22.4856	-8.9532	SB72		-25.52716322	19.68710986	-15.28750867
DH0257_MMIR_SNA	14.1752	-28.881	-8.3052	SB73		-23.7686261	19.42902284	-15.15086055
DH0258_MMIR_SNA	13.9896	-32.6955	-8.0619	SB74		-22.73931023	19.42171378	-15.21138758
DH0259_MMIR_SNA	9.81922	-32.101	-8.57994	SB75		-22.83008745	18.40801244	-14.68981585
DH0260_MMIR_SNA	8.72463	-28.5715	-9.10658	SB76		-23.76640219	18.08542814	-14.51424179
DH0261_MMIR_SNA	10.0633	-26.0014	-8.28835	SB77		-24.45365495	18.50911523	-14.43383983
DH0262_NSEQ	11.1384	-21.7417	-7.22868	SB78		-25.57893221	18.91030706	-14.19797427
DH0263_NSEQ	11.5488	-17.4066	-9.80316	SB79		-26.8246759	18.62156696	-14.66981568
DH0264_NSEQ	8.03037	-16.636	-10.5496	SB80		-26.98274244	17.7204379	-14.28859311
DH0265_MMIR_SNA	7.61519	-20.5868	-9.43022	SB81		-25.88500278	17.79181741	-14.12545502
DH0266_MMIR_SNA	6.77029	-26.8354	-8.41246	SB82		-24.16857569	17.75045015	-14.0071311
DH0267_MMIR_SNA	5.14711	-32.0932	-8.71433	SB83		-22.74217007	17.33838857	-14.0307843
DH0268_MMIR_SNA	2.79786	-31.6428	-8.94825	SB84		-22.82231918	16.77602081	-13.7197921
DH0269_MMIR_SNA	3.584056377	-28.38894844	-7.239865303	SB85		-23.65304046	17.20833757	-13.3344717
DH0270_MMIR_SNA	4.91376	-24.4849	-8.537	SB86		-24.76230723	17.31594877	-13.67369012
DH0271_MMIR_SNA	4.1319	-15.7018	-10.9954	SB88		-27.16739539	16.77873152	-13.77838129
DH0272_MMIR_SNA	1.0762	-15.0308	-10.3853	SB89		-27.26575318	16.1833185	-13.16728173
DH0273_MMIR_SNA	-0.677736	-23.9751	-8.02805	SB90		-24.76968217	16.13572051	-12.71733472
