ID	orig_x	orig_y	orig_z	Annotation	label_conf	world_x	world_y	world_z
DH0274_MMIR_SNA	-1.87824	-26.742	-7.07366	SB91		-23.97721392	16.00668531	-12.43107472
DH0275_MMIR_SNA	-1.30648	-29.8338	-8.63311	SB92		-23.21245793	15.90167978	-12.97738271
DH0276_MMIR_SNA	-4.81122	-29.7534	-8.30173	SB93		-23.15287465	15.16364185	-12.38409164
DH0277_MMIR_SNA	-4.52241	-25.818	-6.56182	SB94		-24.15446198	15.48922864	-11.89307292
DH0278_MMIR_SNA	-4.3452	-22.9167	-7.63176	SB95		-24.96578061	15.37124469	-12.04920873
DH0279_NSEQ	-3.94609	-18.4596	-8.7535	SB96		-26.1983841	15.29614364	-12.1916542
DH0280_NSEQ	-3.46106	-17.3456	-9.57562	SB97		-26.53118407	15.2833349	-12.40456777
DH0281_MMIR_SNA	-8.43022	-14.8853	-10.5306	SB98		-27.11744888	14.02606205	-11.79300486
DH0282_MMIR_SNA	-7.11154	-19.9522	-8.39652	SB99		-25.72506136	14.6373938	-11.70123829
DH0283_MMIR_SNA	-7.11154	-19.9522	-8.39652	SB99		-25.72506136	14.6373938	-11.70123829
DH0284_MMIR_SNA	-5.19969	-23.4895	-7.30153	SB100		-24.78535464	15.22813072	-11.8711212
DH0285_MMIR_SNA	-8.96627	-26.0294	-6.74601	SB101		-24.01420868	14.463371	-11.28692351
DH0286_MMIR_SNA	-8.42055	-30.123	-7.60276	SB102		-22.9595876	14.45657833	-11.71036026
DH0287_MMIR_SNA	-12.3374	-29.4833	-8.47659	SB103		-23.07867523	13.44692709	-11.30362679
DH0288_NSEQ	-11.7038	-26.2804	-5.82351	SB104		-23.86315388	13.98547558	-10.68754591
DH0289_MMIR_SNA	-17.8573	-11.7239	-12.1838	SB113		-27.82278056	11.66373512	-10.65360458
DH0290_MMIR_SNA	-21.9353	-24.7875	-11.682	SB114		-24.23862451	10.81603524	-10.42724351
DH0291_MMIR_SNA	-24.7426	-26.3648	-11.2972	SB115		-23.74904901	10.24184582	-9.986580794
DH0292_MMIR_SNA	-25.0678	-28.9334	-9.96985	SB116		-23.01547573	10.36503372	-9.738980315
DH0295_MMIR_SNA	43.9922	-11.4615	-20.4722	SB119		-29.39932116	24.32592291	-21.60396591
DH0296_MMIR_SNA	35.9687	-9.93581	-16.9699	SB120		-29.5350742	23.04510987	-19.58540003
DH0297_MMIR_SNA	32.4718	-11.8594	-15.8291	SB121		-28.91551874	22.42829782	-18.88780003
DH0298_MMIR_SNA	33.4823	-8.79388	-17.0826	SB122		-29.79320926	22.47029096	-19.20148011
DH0299_MMIR_SNA	10.929	-11.8159	-11.7574	SB123		-28.36531038	18.19424752	-14.80508323
DH0300_MMIR_SNA	10.8087	-15.9816	-10.3099	SB124		-27.20589708	18.38058585	-14.62041245
DH0301_MMIR_SNA	10.9033	-10.3062	-12.0662	SB125		-28.77734431	18.14325009	-14.81378909
DH0302_MMIR_SNA	11.926	1.51411	-14.3641	SB126		-32.02432133	18.03676036	-15.03568211
DH0303_MMIR_SNA	8.62273	-4.34875	-13.5848	SB127		-30.36872971	17.40780445	-14.59369965
DH0304_MMIR_SNA	6.83883	-10.1502	-10.6695	SB128		-28.69330597	17.4379821	-13.89818201
DH0305_MMIR_SNA	4.14109	-10.5353	-9.58708	SB129		-28.50226137	16.99275295	-13.27408433
DH0306_MMIR_SNA	0.156138	-15.1136	-10.1076	SB130		-27.21641331	16.01789059	-12.9729734
DH0307_MMIR_SNA	5.8728	-6.78934	-11.0918	SB131		-29.58394292	17.15972237	-13.72462271
DH0308_MMIR_SNA	1.03736	-3.14429	-12.5307	SB132		-30.50421933	15.86106159	-13.19631951
DH0309_MMIR_SNA	1.00141	-5.68041	-11.8384	SB133		-29.80502288	15.95477414	-13.13142249
DH0310_MMIR_SNA	0.777638	-9.24403	-10.8927	SB134		-28.81990373	16.04350112	-13.02072083
DH0311_MMIR_SNA	-1.32858	-12.4398	-11.3393	SB135		-27.93857306	15.50236626	-12.928608
DH0312_NSEQ	-5.10309	-5.84233	-12.9705	SB136		-29.67415924	14.41484464	-12.4895442
DH0313_MMIR_SNA	-5.49556	-8.5071	-12.0969	SB137		-28.92776731	14.45537176	-12.33655428
DH0314_MMIR_SNA	-6.33906	-13.1745	-11.2484	SB138		-27.63863392	14.38988796	-12.19722535
DH0315_MMIR_SNA	-11.3691	-11.6514	-10.2159	SB139		-27.91135757	13.41416244	-11.16942701
DH0316_MMIR_SNA	-11.3579	-8.41473	-10.8838	SB140		-28.79624388	13.31885129	-11.19916701
DH0317_MMIR_SNA	-11.2671	-5.83233	-11.378	SB141		-29.50269637	13.26695371	-11.22635446
DH0318_MMIR_SNA	-10.4469	-1.9386	-12.9466	SB142		-30.60743297	13.21971038	-11.55125216
DH0319_MMIR_SNA	-13.2002	-4.83387	-11.8253	SB143		-29.74417345	12.76659411	-11.00376683
DH0320_MMIR_SNA	-15.3533	-7.69424	-11.5974	SB144		-28.93029261	12.315428	-10.7422018
DH0321_NSEQ	-16.1961	-10.4314	-10.5916	SB145		-28.15136433	12.27441661	-10.49612073
DH0322_NSEQ	-19.2242	-10.9407	-11.8335	SB146		-27.99326411	11.4091313	-10.34504363
DH0323_NSEQ	-19.8095	-8.03915	-12.624	SB147		-28.78052836	11.16141322	-10.3266143
DH0324_NSEQ	-18.2244	-3.23607	-12.8802	SB148		-30.10228444	11.48168278	-10.43843052
DH0325_MMIR_SNA	-17.7394	-1.00315	-12.9744	SB149		-30.71090134	11.57768674	-10.4477436
DH0326_MMIR_SNA	-18.0354	1.34711	-12.9639	SB150		-31.33180761	11.51386279	-10.31428135
DH0327_MMIR_SNA	-23.2824	0.161888	-14.8895	SB151		-30.96998626	10.04804882	-10.01341885
DH0328_NSEQ	-22.7781	-8.7197	-12.1943	SB152		-28.52560678	10.55809054	-9.818803032
DH0329_MMIR_SNA	-22.8306	-11.0178	-12.1194	SB153		-27.90892031	10.55634986	-9.8799579
DH0330_MMIR_SNA	-33.1839	-6.22936	-17.7688	SB154		-29.15485648	7.392212418	-9.432497204
DH0331_MMIR_SNA	-32.5701	-2.54164	-19.1512	SB155		-30.19462642	7.326201888	-9.693218664
DH0332_NSEQ	-33.7523	-3.4373	-18.256	SB156		-29.90374923	7.193359815	-9.353160112
DH0333_MMIR_SNA	-36.7325	-5.57248	-19.2866	SB157		-29.30610998	6.369499708	-9.222665309
DH0334_MMIR_SNA	-39.2539	-6.48512	-19.9433	SB158		-29.03227249	5.704916026	-9.03109947
DH0335_MMIR_SNA	-39.7117	-1.64433	-20.163	SB159		-30.32175798	5.571676031	-8.832281409
DH0336_MMIR_SNA	-38.1642	0.863283	-20.8519	SB160		-31.04371835	5.818040197	-9.120276014
DH0337_MMIR_SNA	28.3567	22.1901	-22.4107	SB169		-38.12518204	20.54081404	-18.47783536
DH0338_MMIR_SNA	23.6301	7.95413	-18.9824	SB170		-34.12348477	19.9822069	-17.54846484
DH0339_MMIR_SNA	17.9107	6.96923	-17.2958	SB171		-33.69253697	18.94772949	-16.36691252
DH0340_MMIR_SNA	20.2862	7.53209	-18.9654	SB172		-33.94290062	19.23329634	-17.06752576
DH0341_MMIR_SNA	14.8511	3.4969	-15.6001	SB173		-32.65112555	18.51097754	-15.6679776
DH0342_MMIR_SNA	12.0848	1.57502	-14.4396	SB174		-32.04614116	18.06123338	-15.07361701
DH0343_MMIR_SNA	13.9837	23.605	-18.7533	SB175		-38.09848744	17.8565451	-15.49301386
DH0344_MMIR_SNA	12.975	18.3569	-17.4345	SB176		-36.63633409	17.82363688	-15.24632713
DH0345_MMIR_SNA	4.31347	7.44829	-14.712	SB177		-33.4653443	16.27758685	-13.77011785
DH0346_MMIR_SNA	4.04175	10.3653	-15.0976	SB178		-34.25038391	16.16056006	-13.70725483
DH0347_MMIR_SNA	4.5059	15.9021	-16.6667	SB179		-35.78643567	16.03403056	-13.91861445
DH0348_MMIR_SNA	4.24255	19.7164	-17.4117	SB180		-36.82234883	15.86584287	-13.90353534
DH0349_MMIR_SNA	1.61696	18.9641	-17.1459	SB181		-36.56032588	15.31516406	-13.48541542
DH0350_MMIR_SNA	1.95916	15.2639	-16.0176	SB182		-35.54445481	15.55814205	-13.42259622
DH0351_MMIR_SNA	1.76409	8.23607	-15.0701	SB183		-33.63537999	15.65194405	-13.44469369
DH0352_MMIR_SNA	-1.17807	8.5823	-14.7046	SB184		-33.65701309	15.04549699	-12.91683603
DH0353_NSEQ	-0.397366	12.6485	-15.8106	SB185		-34.79250042	15.05828115	-13.12657714
DH0354_MMIR_SNA	-0.131624	16.4679	-16.6229	SB186		-35.84254932	14.99894962	-13.20426508
DH0355_NSEQ	2.4579	21.5046	-17.5707	SB187		-37.26854983	15.44209721	-13.60928918
DH0356_NSEQ	-4.27697	19.3126	-16.7653	SB188		-36.52257464	14.04782059	-12.51904216
DH0357_MMIR_SNA	-5.70339	16.4846	-16.0956	SB189		-35.71815637	13.82565017	-12.26509306
DH0358_MMIR_SNA	-4.91264	13.2716	-15.7531	SB190		-34.86594163	14.05273009	-12.42506558
DH0359_MMIR_SNA	-7.99617	19.4523	-17.4864	SB191		-36.50743442	13.10505747	-12.12607779
DH0360_MMIR_SNA	-13.1045	17.2857	-18.1728	SB192		-35.84772677	11.85428247	-11.60650622
DH0361_MMIR_SNA	-13.1273	9.88755	-16.1462	SB193		-33.80952449	12.14714409	-11.42771528
DH0362_MMIR_SNA	-16.576	10.2411	-14.6766	SB194		-33.78833966	11.59115341	-10.57929612
DH0363_MMIR_SNA	-17.5152	13.9198	-15.9706	SB195		-34.79162195	11.18939292	-10.59178495
DH0364_MMIR_SNA	-16.6878	17.455	-17.183	SB196		-35.78967553	11.1965876	-10.85184806
DH0365_MMIR_SNA	-16.6474	20.2643	-18.084	SB197		-36.56839623	11.07295683	-10.95366009
DH0366_MMIR_SNA	-20.9018	19.8207	-17.7409	SB198		-36.35349296	10.16799581	-10.26677464
DH0367_MMIR_SNA	-20.1022	17.0724	-17.0586	SB199		-35.61483347	10.44783463	-10.33515623
DH0368_MMIR_SNA	-19.2372	13.52	-16.1839	SB200		-34.65688408	10.77060779	-10.40031012
DH0369_MMIR_SNA	-19.4325	11.067	-14.9191	SB201		-33.95873746	10.91372846	-10.18146784
DH0370_MMIR_SNA	-23.6269	18.0336	-17.9379	SB202		-35.8277966	9.525622242	-9.975470912
DH0371_MMIR_SNA	-38.4735	7.00189	-22.8498	SB203		-32.73819755	5.454242029	-9.290624229
DH0372_MMIR_SNA	-44.2627	6.81355	-24.1395	SB204		-32.61157363	3.961689783	-8.731263853
DH0373_MMIR_SNA	-52.3111	4.86236	-25.84	SB205		-31.98181078	1.899638351	-7.995931512
DH0374_MMIR_SNA	-63.2601	21.2251	-32.4864	SB206		-36.33572245	-1.541165552	-7.251570642
DH0377_NSEQ	31.0456	22.8632	-21.724	SB210		-38.33753295	21.24737772	-18.69633338
DH0378_MMIR_SNA	28.295	22.1876	-22.3588	SB211		-38.12164635	20.53467228	-18.4572881
DH0379_MMIR_SNA	28.5966	26.6173	-23.5645	SB212		-39.34759952	20.42516132	-18.60505982
DH0380_MMIR_SNA	12.5477	20.3442	-19.3951	SB213		-37.21942601	17.4369114	-15.54553383
DH0381_MMIR_SNA	10.0025	21.0912	-18.0101	SB214		-37.32410492	17.07150159	-14.83445787
DH0382_MMIR_SNA	10.0671	24.1454	-18.2975	SB215		-38.14946351	17.04470613	-14.79421233
DH0383_NSEQ	10.5417	28.9696	-21.7444	SB216		-39.55433197	16.64083482	-15.4513943
DH0384_MMIR_SNA	6.38413	34.592	-22.7185	SB217		-41.00141491	15.56454701	-14.84598628
DH0385_MMIR_SNA	5.66753	30.4482	-22.0947	SB225		-39.86160403	15.49439293	-14.75585732
DH0386_MMIR_SNA	4.35224	33.2914	-22.003	SB226		-40.59096516	15.21388883	-14.43574215
DH0387_MMIR_SNA	1.86415	35.0461	-19.9742	SB227		-40.94556527	14.95756193	-13.55234248
DH0388_MMIR_SNA	-0.977165	33.4658	-19.2028	SB228		-40.4424029	14.43324205	-13.02077126
DH0389_MMIR_SNA	-5.75606	30.4112	-17.6248	SB229		-39.48148645	13.59292191	-12.07905633
DH0390_MMIR_SNA	-1.42246	28.715	-20.4276	SB230		-39.20393547	14.14874376	-13.40448552
DH0391_MMIR_SNA	-2.40059	26.3755	-19.2854	SB231		-38.52413095	14.09780916	-13.09330839
DH0392_MMIR_SNA	-0.127022	22.4547	-18.2514	SB232		-37.49128372	14.76055467	-13.34435191
DH0393_MMIR_SNA	-4.705106998	22.29710162	-17.37276253	SB233		-37.32941574	13.86267968	-12.47996923
DH0394_MMIR_SNA	-5.71701	30.6424	-17.7033	SB234		-39.54643015	13.59012629	-12.09366853
DH0395_MMIR_SNA	-4.03484	35.0881	-19.5029	SB235		-40.82307886	13.70242954	-12.57645614
DH0396_MMIR_SNA	-2.72701	37.1721	-19.679	SB236		-41.41110858	13.97103582	-12.73081341
DH0397_MMIR_SNA	-5.86768	37.7648	-19.7946	SB237		-41.50957163	13.24853721	-12.27155078
DH0398_MMIR_SNA	-7.01459	34.7068	-18.5625	SB238		-40.63180726	13.17271822	-11.94224563
DH0399_MMIR_SNA	-8.11221	31.1032	-17.8402	SB239		-39.62539147	13.03187358	-11.75393245
DH0400_MMIR_SNA	-8.44511	27.4695	-17.1547	SB240		-38.62751415	13.05734191	-11.68764153
DH0401_MMIR_SNA	-8.562042404	23.02279329	-17.89381794	SB241		-37.46161796	12.91901027	-12.0003839
DH0402_MMIR_SNA	-12.6449	23.6007	-17.6964	SB242		-37.52733822	12.03139933	-11.33316279
DH0403_MMIR_SNA	-11.3738	27.5256	-17.5725	SB243		-38.59651013	12.33725553	-11.34683065
DH0404_MMIR_SNA	-10.4684	29.7022	-17.4971	SB244		-39.19326542	12.5529104	-11.38247393
DH0405_MMIR_SNA	-10.4036	33.6875	-18.3156	SB245		-40.2837297	12.44759153	-11.42574734
DH0406_NSEQ	-8.97947	38.848	-20.384	SB246		-41.75434424	12.46227399	-11.90368996
DH0407_NSEQ	-14.3429	38.4938	-19.2726	SB247		-41.51688955	11.42249752	-10.87908928
DH0408_MMIR_SNA	-13.1663	36.5383	-19.6461	SB248		-41.03044867	11.63034192	-11.20840608
DH0409_NSEQ	-14.73476662	29.88364504	-18.79643912	SB249		-39.19633145	11.40121868	-11.03594703
DH0410_MMIR_SNA	-14.1673	25.5164	-18.5357	SB250		-38.0341455	11.56542587	-11.22416969
DH0411_MMIR_SNA	-15.8033	23.0725	-18.1798	SB251		-37.33782624	11.24967057	-10.99484104
DH0412_MMIR_SNA	-18.84966295	25.12319212	-18.76605233	SB252		-37.84200981	10.47903273	-10.59990471
DH0413_MMIR_SNA	-18.76247998	28.31806807	-17.61527778	SB253		-38.66035105	10.67132822	-10.23780095
DH0414_MMIR_SNA	-17.1474	35.1721	-19.8884	SB254		-40.59316871	10.69925604	-10.72638424
DH0415_MMIR_SNA	-16.8443	37.4695	-20.477	SB255		-41.2307999	10.68087524	-10.81647469
DH0416_MMIR_SNA	-20.6594	37.8163	-20.4734	SB256		-41.24631106	9.824475745	-10.24044172
DH0417_MMIR_SNA	-22.7195	38.7705	-20.0397	SB257		-41.445841	9.426625849	-9.804787483
DH0418_MMIR_SNA	-23.3063	36.2234	-20.6993	SB258		-40.7749213	9.195463235	-9.959863653
DH0419_MMIR_SNA	-28.2958	28.2878	-22.1577	SB259		-38.60222598	7.853804848	-9.844327216
DH0420_MMIR_SNA	-28.9507	30.5768	-22.4886	SB260		-39.21023313	7.658532941	-9.736197066
DH0421_MMIR_SNA	-24.2615	41.8464	-22.1174	SB261		-42.3006318	8.772567378	-9.925218264
DH0422_MMIR_SNA	-30.9913	28.999	-22.9385	SB262		-38.76210917	7.132415295	-9.594254648
DH0423_MMIR_SNA	36.0693	39.6876	-28.4159	SB263		-43.13813264	21.38844612	-20.2991804
DH0424_NSEQ	30.751	42.6686	-27.1348	SB264		-43.78632613	20.38563389	-19.11931239
DH0425_NSEQ	29.4573	40.0777	-27.3173	SB265		-43.07453123	20.06661461	-19.06568664
DH0426_MMIR_SNA	25.026	41.6583	-26.6058	SB266		-43.38471941	19.17767535	-18.19541066
DH0427_NSEQ	25.82070528	44.20214311	-25.36955085	SB267		-44.04091315	19.5413299	-17.94281295
DH0428_NSEQ	25.94444921	45.61773349	-26.55568206	SB268		-44.45830585	19.39334526	-18.17222867
DH0429_MMIR_SNA	22.5245	44.4003	-26.4105	SB269		-44.05991318	18.64604181	-17.68117557
DH0430_MMIR_SNA	15.5326	37.7785	-22.0835	SB270		-42.01637013	17.71581532	-15.93451342
DH0431_MMIR_SNA	6.68075	33.9168	-22.7995	SB271		-40.82974345	15.61881573	-14.93286318
DH0432_MMIR_SNA	-4.06296	40.0351	-20.8073	SB272		-42.18352256	13.50440565	-12.67832841
DH0433_MMIR_SNA	-7.24039	42.2547	-21.8099	SB273		-42.74317057	12.64246414	-12.35040992
DH0434_MMIR_SNA	-11.2922	43.1885	-21.3184	SB274		-42.89528784	11.80574621	-11.60909126
DH0435_MMIR_SNA	-15.1638	45.3845	-20.9688	SB275		-43.39231777	10.98900225	-10.87891232
DH0436_NSEQ	-16.4793	42.7444	-20.7345	SB276		-42.65390787	10.72706757	-10.73117989
DH0437_MMIR_SNA	-18.6784	44.7156	-21.1588	SB277		-43.14889234	10.17083087	-10.42805465
DH0438_MMIR_SNA	-17.38	47.4346	-21.3509	SB278		-43.90669229	10.43523915	-10.56094108
DH0443_MMIR_SNA	-20.5747	46.4411	-20.8364	SB283		-43.56104202	9.793587986	-10.01258956
DH0444_MMIR_SNA	-21.5238	43.3858	-20.7747	SB284		-42.72461972	9.588095016	-9.972717787
DH0445_MMIR_SNA	-24.6505	45.9407	-21.7435	SB285		-43.37371269	8.7427376	-9.632274227
DH0462_MMIR_SEA	-25.6155	49.0106	-37.9564	SA1		10.34875211	-16.31271625	-18.80389419
DH0463_MMIR_SEA	-26.2943	50.0149	-39.2438	SA2		9.902360088	-16.40349714	-19.11787596
DH0464_MMIR_SEA	-23.616	49.2927	-38.0231	SA3		10.20894926	-15.81420294	-18.44120549
DH0465_MMIR_SEA	-20.4961	49.9812	-37.6237	SA4		9.995497399	-15.13402904	-17.72938103
DH0466_MMIR_SEA	-18.6189	49.8632	-37.4199	SA5		10.0085708	-14.66595228	-17.367267
DH0467_MMIR_SEA	-16.0158	61.2167	-44.7997	SA6		5.736177982	-14.06939873	-17.43188586
DH0469_MMIR_SEA	-14.1101	65.6217	-46.8064	SA8		4.179628385	-13.72988791	-17.09852416
DH0470_MMIR_SEA	-10.1661	63.3803	-43.256	SA9		5.210788448	-12.99666076	-15.81493026
DH0474_NSEQ	-10.9672	53.8291	-39.7064	SA10		8.38217976	-12.7553841	-16.14760056
DH0475_NSEQ	-10.5957	51.1997	-37.8851	SA11		9.36246182	-12.65767347	-15.93654397
DH0476_NSEQ	-9.278	51.3617	-36.3864	SA12		9.501160483	-12.54946579	-15.33531464
DH0477_NSEQ	-8.69494	53.3172	-37.359	SA13		8.805156502	-12.45496186	-15.25241955
DH0478_NSEQ	-8.72815	55.372	-40.8133	SA14		7.737148235	-12.1715744	-15.85289019
DH0479_NSEQ	-8.10488	62.4491	-43.1214	SA15		5.433292582	-12.38916646	-15.52507678
DH0477_MMIR_SEA	-6.28575	65.3676	-44.1917	SA16		4.425136541	-12.05768093	-15.14606237
DH0478_MMIR_SEA	-2.98346	64.782	-44.1688	SA17		4.5036184	-11.14776992	-14.62928137
DH0479_MMIR_SEA	-0.977581	62.0197	-42.6927	SA18		5.4276335	-10.56403724	-14.2298023
DH0480_MMIR_SEA	-1.95456	56.0834	-40.5892	SA19		7.396336888	-10.52319208	-14.54421251
DH0481_MMIR_SEA	-3.96724	51.2501	-37.0382	SA20		9.298296465	-11.0702474	-14.57731208
DH0485_NSEQ	0.653736	50.5213	-37.3233	SA21		9.337016594	-9.760318075	-13.91936367
DH0486_NSEQ	1.12975	52.6838	-39.1834	SA22		8.457711628	-9.586198874	-14.04258705
DH0484_MMIR_SEA	2.34474	53.6703	-39.5802	SA23		8.096152617	-9.31385167	-13.81832457
DH0488_NSEQ	7.45969	55.1513	-40.5952	SA29		7.406334217	-7.993091973	-13.00809805
DH0489_NSEQ	9.2613	52.4959	-38.9056	SA30		8.337239831	-7.503783849	-12.58212203
DH0490_NSEQ	10.1779	50.4605	-38.4886	SA31		8.935298414	-7.122072831	-12.54406281
DH0491_NSEQ	12.3034	47.8267	-38.431	SA32		9.614551776	-6.315523504	-12.4453111
DH0486_MMIR_SEA	14.0902	48.4026	-37.7735	SA33		9.504541854	-6.006154768	-11.91661873
DH0487_MMIR_SEA	17.9166	48.6191	-37.6074	SA34		9.368890026	-5.062036459	-11.18804638
DH0488_MMIR_SEA	18.1973	59.5148	-44.9781	SA35		5.284835693	-5.021535465	-11.70416339
DH0489_MMIR_SEA	16.9422	61.8257	-45.951	SA36		4.538836109	-5.438275859	-11.90279918
DH0492_MMIR_SEA	-24.3909	38.6557	-32.7339	SA39		13.93201174	-15.70805934	-18.47534063
DH0493_MMIR_SEA	-23.4453	41.9806	-34.5109	SA40		12.73188273	-15.54141293	-18.37151874
DH0494_MMIR_SEA	-20.8466	42.6334	-34.8663	SA41		12.43219416	-14.8835041	-17.93274558
DH0495_MMIR_SEA	-21.241	39.9035	-31.0116	SA42		13.75579836	-15.26739656	-17.38499524
DH0496_MMIR_SEA	-20.6081	36.6251	-31.1173	SA43		14.62815175	-14.7585462	-17.65430046
DH0497_MMIR_SEA	-17.3938	36.3145	-29.7148	SA44		14.83361746	-14.09825121	-16.79686122
DH0498_MMIR_SEA	-16.3915	39.5949	-29.6505	SA45		13.91192613	-14.17830224	-16.25256511
DH0499_MMIR_SEA	-15.7997	41.5048	-31.4874	SA46		13.10263897	-13.95216337	-16.37746302
