targetid,ordernumber,organism,species,sample_id,sample_id_old,site,annotation,orig_x,orig_y,orig_z,world_x,world_y,world_z,agisoft_x,agisoft_y,agisoft_z,clone_lineage,clade,shape_id,lat,lon
2795455,DMadr22-6918,Madracis,-,DH0402_MMIR_SNA,mmir_sna_483,Snake Bay,SB242,-12.6449,23.6007,-17.6964,-37.52733822,12.03139933,-11.33316279,-73.17457334,-214.888943,33.11922664,0,Major,88_sna,12.138986,-68.997639
2795456,DMadr22-6918,Madracis,-,DH0403_MMIR_SNA,mmir_sna_484,Snake Bay,SB243,-11.3738,27.5256,-17.5725,-38.59651013,12.33725553,-11.34683065,-74.94288414,-214.361268,33.27305637,90,Major,56_sna,12.138986,-68.997639
2795457,DMadr22-6918,Madracis,-,DH0404_MMIR_SNA,mmir_sna_485,Snake Bay,SB244,-10.4684,29.7022,-17.4971,-39.19326542,12.5529104,-11.38247393,-75.93475881,-213.9943302,33.30884498,96,Major,56_sna,12.138986,-68.997639
2795458,DMadr22-6918,Madracis,-,DH0405_MMIR_SNA,mmir_sna_486,Snake Bay,SB245,-10.4036,33.6875,-18.3156,-40.2837297,12.44759153,-11.42574734,-77.74775911,-214.1524346,33.45244219,90,Major,56_sna,12.138986,-68.997639
2795461,DMadr22-6918,Madracis,-,DH0408_MMIR_SNA,mmir_sna_489,Snake Bay,SB248,-13.1663,36.5383,-19.6461,-41.03044867,11.63034192,-11.20840608,-78.9493452,-215.4793459,34.02160079,0,Major,62_sna,12.138986,-68.997639
2795550,DMadr22-6918,Madracis,-,DH0410_MMIR_SNA,mmir_sna_491,Snake Bay,SB250,-14.1673,25.5164,-18.5357,-38.0341455,11.56542587,-11.22416969,-73.99658577,-215.6452142,33.43440776,90,Major,56_sna,12.138986,-68.997639
2796058,DMadr22-6918,Madracis,-,DH0410_MMIR_SNA,mmir_sna_491,Snake Bay,,,,,,,,,,,90,Major,56_sna,12.138986,-68.997639
2795551,DMadr22-6918,Madracis,-,DH0411_MMIR_SNA,mmir_sna_492,Snake Bay,SB251,-15.8033,23.0725,-18.1798,-37.33782624,11.24967057,-10.99484104,-72.80418865,-216.1644775,33.70821823,96,Major,56_sna,12.138986,-68.997639
2796059,DMadr22-6918,Madracis,-,DH0411_MMIR_SNA,mmir_sna_492,Snake Bay,,,,,,,,,,,96,Major,56_sna,12.138986,-68.997639
2795552,DMadr22-6918,Madracis,-,DH0412_MMIR_SNA,mmir_sna_493,Snake Bay,SB252,-18.84966295,25.12319212,-18.76605233,-37.84200981,10.47903273,-10.59990471,-73.57043585,-217.4037814,34.52099145,96,Major,56_sna,12.138986,-68.997639
2796060,DMadr22-6918,Madracis,-,DH0412_MMIR_SNA,mmir_sna_493,Snake Bay,,,,,,,,,,,96,Major,56_sna,12.138986,-68.997639
2795553,DMadr22-6918,Madracis,-,DH0413_MMIR_SNA,mmir_sna_494,Snake Bay,SB253,-18.76247998,28.31806807,-17.61527778,-38.66035105,10.67132822,-10.23780095,-74.85356799,-217.0386212,35.2577771,90,Major,56_sna,12.138986,-68.997639
2796061,DMadr22-6918,Madracis,-,DH0413_MMIR_SNA,mmir_sna_494,Snake Bay,,,,,,,,,,,90,Major,56_sna,12.138986,-68.997639
2795554,DMadr22-6918,Madracis,-,DH0414_MMIR_SNA,mmir_sna_495,Snake Bay,SB254,-17.1474,35.1721,-19.8884,-40.59316871,10.69925604,-10.72638424,-78.14323438,-216.9960464,34.81373475,0,Major,86_sna,12.138986,-68.997639
2796062,DMadr22-6918,Madracis,-,DH0414_MMIR_SNA,mmir_sna_495,Snake Bay,,,,,,,,,,,0,Major,86_sna,12.138986,-68.997639
2795555,DMadr22-6918,Madracis,-,DH0415_MMIR_SNA,mmir_sna_496,Snake Bay,SB255,-16.8443,37.4695,-20.477,-41.2307999,10.68087524,-10.81647469,-79.21525001,-217.02201,34.78702405,177,Minor,87_sna,12.138986,-68.997639
2796063,DMadr22-6918,Madracis,-,DH0415_MMIR_SNA,mmir_sna_496,Snake Bay,,,,,,,,,,,177,Minor,87_sna,12.138986,-68.997639
2795556,DMadr22-6918,Madracis,-,DH0416_MMIR_SNA,mmir_sna_497,Snake Bay,SB256,-20.6594,37.8163,-20.4734,-41.24631106,9.824475745,-10.24044172,-79.13958321,-218.3981889,35.8138069,177,Minor,57_sna,12.138986,-68.997639
2796064,DMadr22-6918,Madracis,-,DH0416_MMIR_SNA,mmir_sna_497,Snake Bay,,,,,,,,,,,177,Minor,57_sna,12.138986,-68.997639
2795557,DMadr22-6918,Madracis,-,DH0417_MMIR_SNA,mmir_sna_498,Snake Bay,SB257,-22.7195,38.7705,-20.0397,-41.445841,9.426625849,-9.804787483,-79.3906666,-219.0199822,36.60482127,177,Minor,57_sna,12.138986,-68.997639
2796065,DMadr22-6918,Madracis,-,DH0417_MMIR_SNA,mmir_sna_498,Snake Bay,,,,,,,,,,,177,Minor,57_sna,12.138986,-68.997639
2795645,DMadr22-6918,Madracis,-,DH0418_MMIR_SNA,mmir_sna_499,Snake Bay,SB258,-23.3063,36.2234,-20.6993,-40.7749213,9.195463235,-9.959863653,-78.31245934,-219.4298745,36.24122363,0,Major,57_sna,12.138986,-68.997639
2795646,DMadr22-6918,Madracis,-,DH0419_MMIR_SNA,mmir_sna_500,Snake Bay,SB259,-28.2958,28.2878,-22.1577,-38.60222598,7.853804848,-9.844327216,-74.70910567,-221.6923945,36.13430405,102,Major,51_sna,12.138986,-68.997639
2796124,DMadr22-6918,Madracis,-,DH0419_MMIR_SNA,mmir_sna_500,Snake Bay,,,,,,,,,,,102,Major,51_sna,12.138986,-68.997639
2795647,DMadr22-6918,Madracis,-,DH0420_MMIR_SNA,mmir_sna_501,Snake Bay,SB260,-28.9507,30.5768,-22.4886,-39.21023313,7.658532941,-9.736197066,-75.69614853,-221.9966809,36.44438298,102,Major,51_sna,12.138986,-68.997639
2795648,DMadr22-6918,Madracis,-,DH0421_MMIR_SNA,mmir_sna_502,Snake Bay,SB261,-24.2615,41.8464,-22.1174,-42.3006318,8.772567378,-9.925218264,-80.8336081,-220.1014057,36.62262439,103,Major,58_sna,12.138986,-68.997639
2796126,DMadr22-6918,Madracis,-,DH0421_MMIR_SNA,mmir_sna_502,Snake Bay,,,,,,,,,,,103,Major,58_sna,12.138986,-68.997639
2795649,DMadr22-6918,Madracis,-,DH0422_MMIR_SNA,mmir_sna_503,Snake Bay,SB262,-30.9913,28.999,-22.9385,-38.76210917,7.132415295,-9.594254648,-74.93286228,-222.8682852,36.63848527,102,Major,51_sna,12.138986,-68.997639
2795650,DMadr22-6918,Madracis,-,DH0423_MMIR_SNA,mmir_sna_504,Snake Bay,SB263,36.0693,39.6876,-28.4159,-43.13813264,21.38844612,-20.2991804,-84.07003432,-199.9644467,18.57875826,0,Minor,72_sna,12.138986,-68.997639
2796128,DMadr22-6918,Madracis,-,DH0423_MMIR_SNA,mmir_sna_504,Snake Bay,,,,,,,,,,,0,Minor,72_sna,12.138986,-68.997639
2795740,DMadr22-6918,Madracis,-,DH0426_MMIR_SNA,mmir_sna_507,Snake Bay,SB266,25.026,41.6583,-26.6058,-43.38471941,19.17767535,-18.19541066,-84.09928962,-203.4621269,22.28738328,104,Major,72_sna,12.138986,-68.997639
2795743,DMadr22-6918,Madracis,-,DH0429_MMIR_SNA,mmir_sna_510,Snake Bay,SB269,22.5245,44.4003,-26.4105,-44.05991318,18.64604181,-17.68117557,-85.12353249,-204.2909024,23.30944861,104,Major,72_sna,12.138986,-68.997639
2795744,DMadr22-6918,Madracis,-,DH0430_MMIR_SNA,mmir_sna_511,Snake Bay,SB270,15.5326,37.7785,-22.0835,-42.01637013,17.71581532,-15.93451342,-81.4203494,-205.7319858,25.88709011,0,Major,68_sna,12.138986,-68.997639
2795745,DMadr22-6918,Madracis,-,DH0431_MMIR_SNA,mmir_sna_512,Snake Bay,SB271,6.68075,33.9168,-22.7995,-40.82974345,15.61881573,-14.93286318,-79.28697973,-209.1586651,27.49426533,90,Major,56_sna,12.138986,-68.997639
2795746,DMadr22-6918,Madracis,-,DH0432_MMIR_SNA,mmir_sna_513,Snake Bay,SB272,-4.06296,40.0351,-20.8073,-42.18352256,13.50440565,-12.67832841,-81.1181864,-212.462725,31.65322829,0,Minor,66_sna,12.138986,-68.997639
2795747,DMadr22-6918,Madracis,-,DH0433_MMIR_SNA,mmir_sna_514,Snake Bay,SB273,-7.24039,42.2547,-21.8099,-42.74317057,12.64246414,-12.35040992,-81.98975639,-213.8583477,32.37346368,106,Major,65_sna,12.138986,-68.997639
2795703,DMadr22-6918,Madracis,-,DH0434_MMIR_SNA,mmir_sna_515,Snake Bay,SB274,-11.2922,43.1885,-21.3184,-42.89528784,11.80574621,-11.60909126,-82.10849933,-215.1855541,33.69749237,106,Major,63_sna,12.138986,-68.997639
2795704,DMadr22-6918,Madracis,-,DH0435_MMIR_SNA,mmir_sna_516,Snake Bay,SB275,-15.1638,45.3845,-20.9688,-43.39231777,10.98900225,-10.87891232,-82.7997099,-216.4739497,35.06665881,107,Major,60_sna,12.138986,-68.997639
2795706,DMadr22-6918,Madracis,-,DH0437_MMIR_SNA,mmir_sna_518,Snake Bay,SB277,-18.6784,44.7156,-21.1588,-43.14889234,10.17083087,-10.42805465,-82.31912366,-217.8018001,35.83444893,107,Major,60_sna,12.138986,-68.997639
2795796,DMadr22-6918,Madracis,-,DH0438_MMIR_SNA,mmir_sna_519,Snake Bay,SB278,-17.38,47.4346,-21.3509,-43.90669229,10.43523915,-10.56094108,-83.59539377,-217.3587866,35.73592616,107,Major,60_sna,12.138986,-68.997639
2795797,DMadr22-6918,Madracis,-,DH0439_MMIR_SNA,mmir_sna_520,Snake Bay,,,,,,,,,,,108,Major,NA,12.138986,-68.997639
2795798,DMadr22-6918,Madracis,-,DH0440_MMIR_SNA,mmir_sna_521,Snake Bay,,,,,,,,,,,108,Major,NA,12.138986,-68.997639
2795799,DMadr22-6918,Madracis,-,DH0441_MMIR_SNA,mmir_sna_522,Snake Bay,,,,,,,,,,,11,Major,NA,12.138986,-68.997639
2795368,DMadr22-6918,Madracis,-,DH0442_MMIR_SNA,mmir_sna_523,Snake Bay,,,,,,,,,,,108,Major,NA,12.138986,-68.997639
2795369,DMadr22-6918,Madracis,-,DH0443_MMIR_SNA,mmir_sna_524,Snake Bay,SB283,-20.5747,46.4411,-20.8364,-43.56104202,9.793587986,-10.01258956,-82.92555308,-218.3869777,36.63057953,107,Major,60_sna,12.138986,-68.997639
2795370,DMadr22-6918,Madracis,-,DH0444_MMIR_SNA,mmir_sna_525,Snake Bay,SB284,-21.5238,43.3858,-20.7747,-42.72461972,9.588095016,-9.972717787,-81.53633352,-218.7411966,36.55559787,107,Major,60_sna,12.138986,-68.997639
2795371,DMadr22-6918,Madracis,-,DH0445_MMIR_SNA,mmir_sna_526,Snake Bay,SB285,-24.6505,45.9407,-21.7435,-43.37371269,8.7427376,-9.632274227,-82.55332689,-220.1065164,37.31204312,103,Major,59_sna,12.138986,-68.997639
2795372,DMadr22-6918,Madracis,-,DH0446_MMIR_SNA,mmir_sna_527,Snake Bay,SB286,-29.341,44.0404,-23.3338,-42.822,7.451,-9.365,,,,1,Major,NA,12.138986,-68.997639
2795373,DMadr22-6918,Madracis,-,DH0447_MMIR_SNA,mmir_sna_528,Snake Bay,,,,,,,,,,,1,Major,NA,12.138986,-68.997639
2795374,DMadr22-6918,Madracis,-,DH0448_MMIR_SNA,mmir_sna_529,Snake Bay,,,,,,,,,,,14,Major,NA,12.138986,-68.997639
2795375,DMadr22-6918,Madracis,-,DH0449_MMIR_SNA,mmir_sna_530,Snake Bay,,,,,,,,,,,9,Major,NA,12.138986,-68.997639
2794492,DMadr22-6918,Madracis,-,DH0450_MMIR_SNA,mmir_sna_531,Snake Bay,,,,,,,,,,,9,Major,NA,12.138986,-68.997639
2794493,DMadr22-6918,Madracis,-,DH0451_MMIR_SNA,mmir_sna_532,Snake Bay,,,,,,,,,,,20,Major,NA,12.138986,-68.997639
2794494,DMadr22-6918,Madracis,-,DH0452_MMIR_SNA,mmir_sna_533_1,Snake Bay,,,,,,,,,,,9,Major,NA,12.138986,-68.997639
2794495,DMadr22-6918,Madracis,-,DH0453_MMIR_SNA,mmir_sna_534_1,Snake Bay,,,,,,,,,,,109,Major,NA,12.138986,-68.997639
2794497,DMadr22-6918,Madracis,-,DH0454_MMIR_SNA,mmir_sna_535_1,Snake Bay,,,,,,,,,,,18,Major,NA,12.138986,-68.997639
2794499,DMadr22-6918,Madracis,-,DH0455_MMIR_SNA,mmir_sna_536,Snake Bay,,,,,,,,,,,10,Major,NA,12.138986,-68.997639
2795464,DMadr22-6918,Madracis,-,DH0456_MMIR_SNA,mmir_sna_537,Snake Bay,,,,,,,,,,,16,Major,NA,12.138986,-68.997639
2795465,DMadr22-6918,Madracis,-,DH0457_MMIR_SNA,mmir_sna_538,Snake Bay,,,,,,,,,,,16,Major,NA,12.138986,-68.997639
2795466,DMadr22-6918,Madracis,-,DH0458_MMIR_SNA,mmir_sna_539,Snake Bay,,,,,,,,,,,10,Major,NA,12.138986,-68.997639
2795467,DMadr22-6918,Madracis,-,DH0459_MMIR_SNA,mmir_sna_540,Snake Bay,,,,,,,,,,,10,Major,NA,12.138986,-68.997639
2795468,DMadr22-6918,Madracis,-,DH0460_MMIR_SNA,mmir_sna_541,Snake Bay,,,,,,,,,,,10,Major,NA,12.138986,-68.997639
2795469,DMadr22-6918,Madracis,-,DH0461_MMIR_SNA,mmir_sna_542,Snake Bay,,,,,,,,,,,10,Major,NA,12.138986,-68.997639
2795559,DMadr22-6918,Madracis,-,DH0462_MMIR_SEA,mmir_sea_001,Seaquarium,SA1,-25.6155,49.0106,-37.9564,10.34875211,-16.31271625,-18.80389419,-24.29480657,49.48255187,-17.91795358,110,Major,19_sea,12.084367,-68.898439
2796067,DMadr22-6918,Madracis,-,DH0462_MMIR_SEA,mmir_sea_001,Seaquarium,,,,,,,,-24.29480657,49.48255187,-17.91795358,110,Major,19_sea,12.084367,-68.898439
2795560,DMadr22-6918,Madracis,-,DH0463_MMIR_SEA,mmir_sea_002,Seaquarium,SA2,-26.2943,50.0149,-39.2438,9.902360088,-16.40349714,-19.11787596,-24.8412538,50.83922972,-18.61122705,110,Major,18_sea,12.084367,-68.898439
2796068,DMadr22-6918,Madracis,-,DH0463_MMIR_SEA,mmir_sea_002,Seaquarium,,,,,,,,-24.8412538,50.83922972,-18.61122705,110,Major,18_sea,12.084367,-68.898439
2795561,DMadr22-6918,Madracis,-,DH0464_MMIR_SEA,mmir_sea_003,Seaquarium,SA3,-23.616,49.2927,-38.0231,10.20894926,-15.81420294,-18.44120549,-22.49371299,49.75915258,-17.60216789,111,Major,17_sea,12.084367,-68.898439
2796069,DMadr22-6918,Madracis,-,DH0464_MMIR_SEA,mmir_sea_003,Seaquarium,,,,,,,,-22.49371299,49.75915258,-17.60216789,111,Major,17_sea,12.084367,-68.898439
2795562,DMadr22-6918,Madracis,-,DH0465_MMIR_SEA,mmir_sea_004,Seaquarium,SA4,-20.4961,49.9812,-37.6237,9.995497399,-15.13402904,-17.72938103,-19.75342733,50.17629089,-16.60057246,110,Major,17_sea,12.084367,-68.898439
2796070,DMadr22-6918,Madracis,-,DH0465_MMIR_SEA,mmir_sea_004,Seaquarium,,,,,,,,-19.75342733,50.17629089,-16.60057246,110,Major,17_sea,12.084367,-68.898439
2795563,DMadr22-6918,Madracis,-,DH0466_MMIR_SEA,mmir_sea_005,Seaquarium,SA5,-18.6189,49.8632,-37.4199,10.0085708,-14.66595228,-17.367267,-18.06503371,50.01221306,-16.25216536,111,Major,17_sea,12.084367,-68.898439
2796071,DMadr22-6918,Madracis,-,DH0466_MMIR_SEA,mmir_sea_005,Seaquarium,,,,,,,,-18.06503371,50.01221306,-16.25216536,111,Major,17_sea,12.084367,-68.898439
2795564,DMadr22-6918,Madracis,-,DH0467_MMIR_SEA,mmir_sea_006,Seaquarium,SA6,-16.0158,61.2167,-44.7997,5.736177982,-14.06939873,-17.43188586,-15.68481366,62.38193911,-17.04879692,112,Major,5_sea,12.084367,-68.898439
2796072,DMadr22-6918,Madracis,-,DH0467_MMIR_SEA,mmir_sea_006,Seaquarium,,,,,,,,-15.68481366,62.38193911,-17.04879692,112,Major,5_sea,12.084367,-68.898439
2795565,DMadr22-6918,Madracis,-,DH0468_MMIR_SEA,mmir_sea_007,Seaquarium,,,,,,,,,,,112,Major,NA,12.084367,-68.898439
2796073,DMadr22-6918,Madracis,-,DH0468_MMIR_SEA,mmir_sea_007,Seaquarium,,,,,,,,,,,112,Major,NA,12.084367,-68.898439
2795653,DMadr22-6918,Madracis,-,DH0469_MMIR_SEA,mmir_sea_008,Seaquarium,SA8,-14.1101,65.6217,-46.8064,4.179628385,-13.72988791,-17.09852416,-14.03993711,66.82364856,-16.55867527,112,Major,4_sea,12.084367,-68.898439
2795654,DMadr22-6918,Madracis,-,DH0470_MMIR_SEA,mmir_sea_009,Seaquarium,SA9,-10.1661,63.3803,-43.256,5.210788448,-12.99666076,-15.81493026,-10.68970576,63.53016477,-14.16436274,112,Major,4_sea,12.084367,-68.898439
2795748,DMadr22-6918,Madracis,-,DH0477_MMIR_SEA,mmir_sea_016,Seaquarium,SA16,-6.28575,65.3676,-44.1917,4.425136541,-12.05768093,-15.14606237,-7.205603067,65.5769386,-13.58984122,112,Major,4_sea,12.084367,-68.898439
2795749,DMadr22-6918,Madracis,-,DH0478_MMIR_SEA,mmir_sea_017,Seaquarium,SA17,-2.98346,64.782,-44.1688,4.5036184,-11.14776992,-14.62928137,-4.174504589,65.1260004,-13.4059467,113,Major,4_sea,12.084367,-68.898439
2795750,DMadr22-6918,Madracis,-,DH0479_MMIR_SEA,mmir_sea_018,Seaquarium,SA18,-0.977581,62.0197,-42.6927,5.4276335,-10.56403724,-14.2298023,-2.326764199,62.2792322,-13.13828524,113,Major,3_sea,12.084367,-68.898439
2795751,DMadr22-6918,Madracis,-,DH0480_MMIR_SEA,mmir_sea_019,Seaquarium,SA19,-1.95456,56.0834,-40.5892,7.396336888,-10.52319208,-14.54421251,-3.037020788,56.56623973,-14.08175891,196,Minor,6_sea,12.084367,-68.898439
2795752,DMadr22-6918,Madracis,-,DH0481_MMIR_SEA,mmir_sea_020,Seaquarium,SA20,-3.96724,51.2501,-37.0382,9.298296465,-11.0702474,-14.57731208,-4.913819769,51.11624373,-13.52735373,0,Major,8_sea,12.084367,-68.898439
2795755,DMadr22-6918,Madracis,-,DH0484_MMIR_SEA,mmir_sea_023,Seaquarium,SA23,2.34474,53.6703,-39.5802,8.096152617,-9.31385167,-13.81832457,0.916246291,54.22457192,-13.75441487,110,Major,10_sea,12.084367,-68.898439
2795377,DMadr22-6918,Madracis,-,DH0486_MMIR_SEA,mmir_sea_033,Seaquarium,SA33,14.0902,48.4026,-37.7735,9.504541854,-6.006154768,-11.91661873,11.72809763,49.30555151,-13.06225877,196,Minor,14_sea,12.084367,-68.898439
2795378,DMadr22-6918,Madracis,-,DH0487_MMIR_SEA,mmir_sea_034,Seaquarium,SA34,17.9166,48.6191,-37.6074,9.368890026,-5.062036459,-11.18804638,15.16538602,49.44756989,-12.35894615,196,Minor,14_sea,12.084367,-68.898439
2795379,DMadr22-6918,Madracis,-,DH0488_MMIR_SEA,mmir_sea_035,Seaquarium,SA35,18.1973,59.5148,-44.9781,5.284835693,-5.021535465,-11.70416339,15.46963664,61.41996955,-13.63221252,115,Major,1_sea,12.084367,-68.898439
2795380,DMadr22-6918,Madracis,-,DH0489_MMIR_SEA,mmir_sea_036,Seaquarium,SA36,16.9422,61.8257,-45.951,4.538836109,-5.438275859,-11.90279918,14.27960465,63.69364473,-13.59305497,115,Major,2_sea,12.084367,-68.898439
2795381,DMadr22-6918,Madracis,-,DH0490_MMIR_SEA,mmir_sea_037,Seaquarium,,,,,,,,,,,0,Major,NA,12.084367,-68.898439
2795382,DMadr22-6918,Madracis,-,DH0491_MMIR_SEA,mmir_sea_038,Seaquarium,,,,,,,,,,,0,Major,NA,12.084367,-68.898439
2795383,DMadr22-6918,Madracis,-,DH0492_MMIR_SEA,mmir_sea_039,Seaquarium,SA39,-24.3909,38.6557,-32.7339,13.93201174,-15.70805934,-18.47534063,-23.0428138,38.88167034,-17.95126301,118,Major,16_sea,12.084367,-68.898439
2794500,DMadr22-6918,Madracis,-,DH0493_MMIR_SEA,mmir_sea_040,Seaquarium,SA40,-23.4453,41.9806,-34.5109,12.73188273,-15.54141293,-18.37151874,-22.22030235,42.34162922,-17.85341784,118,Major,16_sea,12.084367,-68.898439
2794501,DMadr22-6918,Madracis,-,DH0494_MMIR_SEA,mmir_sea_041,Seaquarium,SA41,-20.8466,42.6334,-34.8663,12.43219416,-14.8835041,-17.93274558,-19.87019713,43.0476281,-17.53763467,119,Major,16_sea,12.084367,-68.898439
2794502,DMadr22-6918,Madracis,-,DH0495_MMIR_SEA,mmir_sea_042,Seaquarium,SA42,-21.241,39.9035,-31.0116,13.75579836,-15.26739656,-17.38499524,-20.45308477,39.1857229,-15.64824435,118,Major,16_sea,12.084367,-68.898439
2794503,DMadr22-6918,Madracis,-,DH0496_MMIR_SEA,mmir_sea_043,Seaquarium,SA43,-20.6081,36.6251,-31.1173,14.62815175,-14.7585462,-17.65430046,-19.64793752,36.58445575,-17.03941547,118,Major,16_sea,12.084367,-68.898439
2794504,DMadr22-6918,Madracis,-,DH0497_MMIR_SEA,mmir_sea_044,Seaquarium,SA44,-17.3938,36.3145,-29.7148,14.83361746,-14.09825121,-16.79686122,-16.86130168,35.76496209,-15.64351873,118,Major,16_sea,12.084367,-68.898439
2794505,DMadr22-6918,Madracis,-,DH0498_MMIR_SEA,mmir_sea_045,Seaquarium,SA45,-16.3915,39.5949,-29.6505,13.91192613,-14.17830224,-16.25256511,-16.17954656,38.4017526,-14.08020413,118,Major,16_sea,12.084367,-68.898439
2794506,DMadr22-6918,Madracis,-,DH0499_MMIR_SEA,mmir_sea_046,Seaquarium,SA46,-15.7997,41.5048,-31.4874,13.10263897,-13.95216337,-16.37746302,-15.57648649,40.73887024,-14.67267513,118,Major,16_sea,12.084367,-68.898439
2794507,DMadr22-6918,Madracis,-,DH0500_MMIR_SEA,mmir_sea_047,Seaquarium,SA47,-14.8697,44.0936,-33.7552,12.03461285,-13.64462854,-16.47200175,-14.66668457,43.81301903,-15.28161897,111,Major,16_sea,12.084367,-68.898439
2795471,DMadr22-6918,Madracis,-,DH0501_MMIR_SEA,mmir_sea_048,Seaquarium,SA48,-14.9166,46.6961,-34.5163,11.20736843,-13.80872862,-16.3787694,-14.80325613,46.24400108,-14.79820031,0,Minor,16_sea,12.084367,-68.898439
2795473,DMadr22-6918,Madracis,-,DH0503_MMIR_SEA,mmir_sea_050,Seaquarium,SA50,-11.0171,47.498,-35.4901,10.74264282,-12.7400237,-15.8437402,-11.21817236,47.34808429,-14.75282737,0,Major,16_sea,12.084367,-68.898439
2795474,DMadr22-6918,Madracis,-,DH0504_MMIR_SEA,mmir_sea_051,Seaquarium,SA51,-11.4506,45.1037,-33.633,11.68433645,-12.87938868,-15.73888923,-11.78121894,42.33859926,-14.3373155,111,Major,16_sea,12.084367,-68.898439
2795476,DMadr22-6918,Madracis,-,DH0506_MMIR_SEA,mmir_sea_053,Seaquarium,SA53,-12.726,41.2008,-29.5386,13.38937028,-13.40777907,-15.41459269,-12.97567762,39.68961333,-12.85330391,118,Major,16_sea,12.084367,-68.898439
2795478,DMadr22-6918,Madracis,-,DH0508_MMIR_SEA,mmir_sea_055,Seaquarium,SA55,-9.0387,37.6595,-31.2186,14.02551507,-11.8550148,-15.55306164,-9.216576927,37.57936377,-15.2365584,118,Major,16_sea,12.084367,-68.898439
2795566,DMadr22-6918,Madracis,-,DH0509_MMIR_SEA,mmir_sea_056,Seaquarium,SA56,-6.70873,40.697,-30.6632,13.20748197,-11.63806433,-14.68784813,-7.366756566,39.82266094,-13.21586434,118,Major,16_sea,12.084367,-68.898439
2795567,DMadr22-6918,Madracis,-,DH0510_MMIR_SEA,mmir_sea_057,Seaquarium,SA57,-6.86984,42.7475,-32.495,12.37984716,-11.62158488,-14.9273635,-7.456345387,42.26390857,-13.83898805,118,Major,16_sea,12.084367,-68.898439
2795568,DMadr22-6918,Madracis,-,DH0511_MMIR_SEA,mmir_sea_058,Seaquarium,SA58,-7.24394,45.1038,-32.9342,11.67585974,-11.8920346,-14.84156953,-7.907180872,44.35472349,-13.24229699,0,Major,16_sea,12.084367,-68.898439
2795569,DMadr22-6918,Madracis,-,DH0512_MMIR_SEA,mmir_sea_059,Seaquarium,SA59,-2.56484,47.7224,-35.742,10.42306368,-10.53964858,-14.40814717,-3.542807848,47.72112971,-13.80296923,119,Major,15_sea,12.084367,-68.898439
2795570,DMadr22-6918,Madracis,-,DH0513_MMIR_SEA,mmir_sea_060,Seaquarium,SA60,-4.15246,41.4753,-32.8257,12.61161174,-10.74285406,-14.67022102,-4.87201884,41.40288054,-14.30209639,122,Hybrid,16_sea,12.084367,-68.898439
2795571,DMadr22-6918,Madracis,-,DH0514_MMIR_SEA,mmir_sea_061,Seaquarium,SA61,-3.51478,39.6508,-30.5801,13.42459386,-10.71852851,-14.22548383,-4.409349766,38.97219614,-13.19188457,122,Hybrid,16_sea,12.084367,-68.898439
2795572,DMadr22-6918,Madracis,-,DH0515_MMIR_SEA,mmir_sea_062,Seaquarium,SA62,2.679666034,35.24277593,-26.37334787,15.0899126,-9.27988067,-12.62929613,1.057266017,33.66705843,-10.90521996,198,Minor,22_sea,12.084367,-68.898439
2795573,DMadr22-6918,Madracis,-,DH0516_MMIR_SEA,mmir_sea_063,Seaquarium,SA63,-2.2456,32.9895,-28.4351,15.54055604,-10.02965111,-14.21757865,-3.038723224,32.67705204,-14.12754391,198,Minor,16_sea,12.084367,-68.898439
2795661,DMadr22-6918,Madracis,-,DH0517_MMIR_SEA,mmir_sea_064,Seaquarium,SA64,1.00864,32.6642,-26.9123,15.76651827,-9.374913324,-13.32633046,-0.22763687,31.79459399,-12.63635371,198,Minor,16_sea,12.084367,-68.898439
2795664,DMadr22-6918,Madracis,-,DH0520_MMIR_SEA,mmir_sea_067,Seaquarium,SA67,0.638751,41.9831,-31.9191,12.47801404,-9.685362156,-13.56714517,-0.657967999,41.4733708,-12.76093954,123,Major,16_sea,12.084367,-68.898439
2795665,DMadr22-6918,Madracis,-,DH0521_MMIR_SEA,mmir_sea_068,Seaquarium,SA68,1.51188,43.6481,-33.6237,11.74814954,-9.380904316,-13.63827736,0.202594092,43.55851197,-13.31558793,123,Major,16_sea,12.084367,-68.898439
2795666,DMadr22-6918,Madracis,-,DH0522_MMIR_SEA,mmir_sea_069,Seaquarium,SA69,2.715,41.0573,-32.4161,12.60682797,-8.983334129,-13.42344897,1.339410768,40.95743135,-13.29125051,123,Major,16_sea,12.084367,-68.898439
2795668,DMadr22-6918,Madracis,-,DH0524_MMIR_SEA,mmir_sea_071,Seaquarium,SA71,2.21833,36.0602,-29.1398,14.47438726,-9.082058856,-13.27539458,0.877301103,35.50742693,-12.83684486,119,Major,16_sea,12.084367,-68.898439
2795756,DMadr22-6918,Madracis,-,DH0525_MMIR_SEA,mmir_sea_072,Seaquarium,SA72,6.2741,34.2065,-30.0799,14.74295902,-7.710596837,-12.99231634,4.778782868,34.44983204,-13.86721057,198,Minor,21_sea,12.084367,-68.898439
2796074,DMadr22-6918,Madracis,-,DH0525_MMIR_SEA,mmir_sea_072,Seaquarium,,,,,,,,,,,198,Minor,21_sea,12.084367,-68.898439
