shape_id	n_points	z_min	z_max	z_range	area_2d	perimeter	Environment	Site
99_kal	103	-8.960365879140813	-8.58705858160318	0.37330729753763237	0.010003831307305918	0.40423811973432894	Crest	Playa Kalki
1_sna	4763	-5.9716660049103405	-5.599964276384518	0.3717017285258226	0.33417068402726874	2.24736618649621	Terrace	Snakebay
10_sna	570	-5.57152670811631	-4.570271959315064	1.0012547488012462	0.07167106974864454	1.521345543843921	Terrace	Snakebay
11_sna	1120	-5.466778853113406	-4.686649978727722	0.7801288743856842	0.10712504208061688	1.5275254060570265	Terrace	Snakebay
13_sna	147198	-7.126749601498352	-4.758248690993195	2.3685009105051567	15.54219273249553	33.161962306433054	Crest	Snakebay
13_sna	147198	-7.126749601498352	-4.758248690993195	2.3685009105051567	15.54219273249553	33.161962306433054	Terrace	Snakebay
14_sna	3251	-5.877360201222103	-5.330700832048063	0.5466593691740407	0.20364698108254664	1.67553361873916	Terrace	Snakebay
15_sna	929	-6.419226984517806	-6.239818930984074	0.17940805353373168	0.08112410333811026	1.0912076645186044	Crest	Snakebay
16_sna	102	-6.477493869492864	-6.424930095971911	0.052563773520953205	0.010345549924177943	0.4043373362514232	Crest	Snakebay
17_sna	9653	-6.398579160446891	-5.6976353347468764	0.7009438257000147	0.6836579752667241	4.738533974290862	Crest	Snakebay
17_sna	9653	-6.398579160446891	-5.6976353347468764	0.7009438257000147	0.6836579752667241	4.738533974290862	Terrace	Snakebay
18_sna	2325	-6.36652250051209	-6.017632363520856	0.3488901369912343	0.16404230766267652	1.8348863590841977	Crest	Snakebay
18_sna	2325	-6.36652250051209	-6.017632363520856	0.3488901369912343	0.16404230766267652	1.8348863590841977	Terrace	Snakebay
19_sna	148	-6.48987009432876	-6.419197574672042	0.07067251965671772	0.011940238194453098	0.43740235160208923	Crest	Snakebay
2_sna	247	-4.608303403664155	-4.549004909971902	0.059298493692252485	0.027432880221904366	0.6664639687737685	Terrace	Snakebay
20_sna	1725	-6.432708778665305	-5.792460884934015	0.6402478937312903	0.1359449776692036	2.5607003239985016	Crest	Snakebay
20_sna	1725	-6.432708778665305	-5.792460884934015	0.6402478937312903	0.1359449776692036	2.5607003239985016	Terrace	Snakebay
21_sna	448	-6.526653949360748	-6.209356746930226	0.31729720243052206	0.03297327731572945	0.6815472421572182	Crest	Snakebay
22_sna	399	-6.43881395112488	-6.261440206874477	0.17737374425040286	0.032351779332776394	0.6714070505931253	Crest	Snakebay
23_sna	488	-6.468428747900223	-6.312246615924129	0.15618213197609432	0.04202919529633727	0.7663401905237229	Crest	Snakebay
24_sna	111836	-7.074611453336358	-5.323902820168213	1.750708633168145	9.708581521792016	27.05867446691047	Crest	Snakebay
24_sna	111836	-7.074611453336358	-5.323902820168213	1.750708633168145	9.708581521792016	27.05867446691047	Terrace	Snakebay
25_sna	40	-7.060328723299269	-6.671382641935228	0.38894608136404063	0.0038288732231256508	0.23269752924991932	Crest	Snakebay
26_sna	60	-6.787256230921277	-6.283014242805958	0.5042419881153188	0.004419014955525113	0.3347702089115931	Crest	Snakebay
27_sna	16	-6.379694261265447	-6.300957242681786	0.07873701858366111	0.0012710804054019554	0.1757894777003113	Crest	Snakebay
28_sna	1041	-7.4227378496716145	-7.012998633275863	0.40973921639575117	0.05990405827343692	1.0277593907232512	Crest	Snakebay
29_sna	13087	-7.826208222256298	-7.022176129290571	0.804032092965727	0.6348191947108341	3.5975767892504336	Crest	Snakebay
3_sna	484	-4.803865188972142	-4.336573238530231	0.4672919504419113	0.05664302632338975	0.9630424620338661	Terrace	Snakebay
30_sna	160442	-8.993597845953405	-6.884295811732055	2.1093020342213498	9.752302927078452	15.702818163915103	Crest	Snakebay
31_sna	31942	-8.632464011860579	-7.696837588169892	0.935626423690687	1.4342203724504436	5.945286312022117	Crest	Snakebay
32_sna	300	-8.662728187824102	-8.412314439309448	0.2504137485146547	0.01479102561793526	0.49075132067136557	Crest	Snakebay
33_sna	2671	-8.512125821830288	-8.157928094009705	0.35419772782058345	0.11803774848259836	1.5172773673882765	Crest	Snakebay
34_sna	40	-8.358263299873563	-8.304721697107016	0.05354160276654696	0.003255089658523572	0.25115699242711564	Crest	Snakebay
